Team,is_home,score_for,score_against,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P,match_url,season
Geelong,0,85,111,647.0,267.0,355.0,1002.0,43.0,23.0,110.0,155.0,125.0,176.0,105.0,204.0,75.0,72.0,6.0,426.0,573.0,38.0,36.0,137.0,17.0,30.0,1800.0,https://afltables.com/afl/stats/games/2025/092120250712.html,2025
Richmond,1,46,37,630.0,312.0,481.0,1111.0,16.0,33.0,96.0,156.0,140.0,147.0,95.0,170.0,54.0,60.0,9.0,375.0,716.0,23.0,28.0,132.0,36.0,10.0,1799.0,https://afltables.com/afl/stats/games/2025/051420250712.html,2025
Essendon,0,37,46,624.0,285.0,455.0,1079.0,14.0,36.0,108.0,162.0,130.0,156.0,97.0,163.0,60.0,54.0,9.0,363.0,688.0,22.0,26.0,111.0,48.0,5.0,1802.0,https://afltables.com/afl/stats/games/2025/051420250712.html,2025
Fremantle,1,77,64,608.0,198.0,435.0,1043.0,33.0,20.0,163.0,284.0,123.0,153.0,119.0,198.0,64.0,59.0,11.0,426.0,578.0,25.0,28.0,160.0,7.0,28.0,1800.0,https://afltables.com/afl/stats/games/2025/081020250712.html,2025
Hawthorn,0,64,77,616.0,195.0,453.0,1069.0,30.0,25.0,158.0,259.0,120.0,153.0,118.0,207.0,59.0,64.0,7.0,447.0,592.0,26.0,26.0,149.0,8.0,23.0,1804.0,https://afltables.com/afl/stats/games/2025/081020250712.html,2025
Melbourne,1,119,83,593.0,283.0,433.0,1026.0,48.0,33.0,100.0,160.0,93.0,148.0,121.0,156.0,51.0,51.0,12.0,364.0,649.0,32.0,50.0,110.0,18.0,36.0,1800.0,https://afltables.com/afl/stats/games/2025/111220250713.html,2025
North Melbourne,0,83,119,583.0,275.0,446.0,1029.0,42.0,33.0,89.0,164.0,96.0,140.0,122.0,150.0,51.0,51.0,6.0,344.0,659.0,28.0,43.0,115.0,18.0,33.0,1799.0,https://afltables.com/afl/stats/games/2025/111220250713.html,2025
St Kilda,1,87,92,621.0,256.0,405.0,1026.0,40.0,26.0,98.0,214.0,109.0,160.0,103.0,196.0,84.0,85.0,11.0,397.0,615.0,26.0,32.0,122.0,39.0,27.0,1800.0,https://afltables.com/afl/stats/games/2025/151620250713.html,2025
Sydney,0,92,87,597.0,245.0,387.0,984.0,41.0,25.0,127.0,209.0,116.0,152.0,104.0,194.0,87.0,83.0,7.0,386.0,585.0,22.0,37.0,112.0,36.0,30.0,1799.0,https://afltables.com/afl/stats/games/2025/151620250713.html,2025
Port Adelaide,1,87,61,594.0,227.0,376.0,970.0,33.0,37.0,139.0,197.0,112.0,150.0,132.0,181.0,67.0,65.0,11.0,368.0,561.0,25.0,34.0,124.0,20.0,26.0,1800.0,https://afltables.com/afl/stats/games/2025/131820250713.html,2025
West Coast,0,61,87,597.0,244.0,356.0,953.0,30.0,29.0,134.0,190.0,113.0,144.0,105.0,188.0,65.0,67.0,7.0,349.0,564.0,23.0,29.0,125.0,16.0,25.0,1796.0,https://afltables.com/afl/stats/games/2025/131820250713.html,2025
Essendon,1,56,104,621.0,267.0,405.0,1026.0,30.0,36.0,92.0,139.0,120.0,167.0,103.0,169.0,61.0,47.0,6.0,392.0,598.0,44.0,44.0,136.0,17.0,21.0,1800.0,https://afltables.com/afl/stats/games/2025/052120250717.html,2025
Greater Western Sydney,0,104,56,678.0,306.0,402.0,1080.0,39.0,30.0,109.0,131.0,132.0,163.0,113.0,200.0,47.0,61.0,12.0,400.0,635.0,49.0,46.0,143.0,16.0,30.0,1800.0,https://afltables.com/afl/stats/games/2025/052120250717.html,2025
Brisbane Lions,1,86,76,658.0,246.0,409.0,1067.0,36.0,32.0,149.0,228.0,112.0,172.0,118.0,178.0,52.0,56.0,11.0,482.0,582.0,29.0,36.0,162.0,4.0,23.0,1797.0,https://afltables.com/afl/stats/games/2025/071920250718.html,2025
Western Bulldogs,0,76,86,638.0,234.0,404.0,1042.0,36.0,22.0,133.0,237.0,134.0,152.0,128.0,170.0,56.0,52.0,7.0,466.0,564.0,31.0,36.0,144.0,8.0,19.0,1801.0,https://afltables.com/afl/stats/games/2025/071920250718.html,2025
Hawthorn,1,87,49,698.0,138.0,387.0,1085.0,33.0,25.0,160.0,298.0,123.0,174.0,151.0,254.0,56.0,49.0,12.0,494.0,486.0,23.0,27.0,157.0,6.0,17.0,1796.0,https://afltables.com/afl/stats/games/2025/101320250719.html,2025
Port Adelaide,0,49,87,658.0,114.0,345.0,1003.0,27.0,23.0,146.0,299.0,138.0,153.0,152.0,247.0,49.0,56.0,6.0,466.0,429.0,19.0,24.0,149.0,3.0,16.0,1800.0,https://afltables.com/afl/stats/games/2025/101320250719.html,2025
Sydney,1,84,53,624.0,314.0,443.0,1067.0,31.0,35.0,170.0,191.0,112.0,146.0,141.0,149.0,62.0,55.0,12.0,357.0,678.0,29.0,41.0,100.0,31.0,27.0,1801.0,https://afltables.com/afl/stats/games/2025/121620250719.html,2025
North Melbourne,0,53,84,582.0,286.0,439.0,1021.0,26.0,34.0,100.0,199.0,113.0,142.0,126.0,160.0,55.0,62.0,6.0,336.0,657.0,25.0,28.0,101.0,29.0,21.0,1803.0,https://afltables.com/afl/stats/games/2025/121620250719.html,2025
Carlton,1,78,70,643.0,258.0,352.0,995.0,34.0,22.0,90.0,140.0,132.0,158.0,108.0,196.0,79.0,71.0,8.0,393.0,569.0,25.0,29.0,157.0,5.0,23.0,1798.0,https://afltables.com/afl/stats/games/2025/031120250719.html,2025
Melbourne,0,70,78,674.0,285.0,401.0,1075.0,32.0,26.0,102.0,136.0,123.0,166.0,105.0,215.0,71.0,79.0,10.0,414.0,625.0,35.0,28.0,155.0,4.0,22.0,1800.0,https://afltables.com/afl/stats/games/2025/031120250719.html,2025
West Coast,1,56,105,613.0,317.0,458.0,1071.0,32.0,25.0,127.0,146.0,102.0,144.0,108.0,152.0,58.0,56.0,7.0,353.0,711.0,35.0,38.0,106.0,37.0,25.0,1800.0,https://afltables.com/afl/stats/games/2025/141820250719.html,2025
Richmond,0,105,56,635.0,313.0,466.0,1101.0,40.0,26.0,119.0,148.0,111.0,144.0,108.0,151.0,56.0,58.0,11.0,367.0,723.0,40.0,37.0,107.0,38.0,29.0,1798.0,https://afltables.com/afl/stats/games/2025/141820250719.html,2025
Geelong,1,113,82,633.0,279.0,437.0,1070.0,46.0,32.0,133.0,213.0,103.0,155.0,106.0,182.0,58.0,65.0,12.0,378.0,672.0,27.0,46.0,118.0,17.0,34.0,1800.0,https://afltables.com/afl/stats/games/2025/091520250720.html,2025
St Kilda,0,82,113,651.0,270.0,412.0,1063.0,41.0,31.0,122.0,198.0,107.0,145.0,110.0,181.0,65.0,58.0,6.0,387.0,657.0,24.0,47.0,128.0,10.0,29.0,1801.0,https://afltables.com/afl/stats/games/2025/091520250720.html,2025
Collingwood,1,78,79,573.0,201.0,479.0,1052.0,34.0,31.0,137.0,237.0,107.0,166.0,125.0,190.0,68.0,64.0,7.0,433.0,597.0,22.0,25.0,126.0,21.0,23.0,1801.0,https://afltables.com/afl/stats/games/2025/040820250720.html,2025
Fremantle,0,79,78,570.0,225.0,484.0,1054.0,35.0,26.0,127.0,216.0,130.0,143.0,121.0,182.0,64.0,68.0,11.0,413.0,621.0,23.0,26.0,129.0,24.0,25.0,1800.0,https://afltables.com/afl/stats/games/2025/040820250720.html,2025
Adelaide,1,107,46,666.0,307.0,382.0,1048.0,38.0,32.0,138.0,165.0,116.0,144.0,112.0,202.0,78.0,72.0,10.0,364.0,661.0,26.0,26.0,137.0,24.0,26.0,1798.0,https://afltables.com/afl/stats/games/2025/012020250720.html,2025
Gold Coast,0,46,107,621.0,278.0,404.0,1025.0,28.0,31.0,132.0,165.0,103.0,150.0,113.0,209.0,72.0,78.0,8.0,353.0,650.0,25.0,25.0,133.0,24.0,16.0,1802.0,https://afltables.com/afl/stats/games/2025/012020250720.html,2025
Hawthorn,1,85,61,637.0,327.0,465.0,1102.0,35.0,21.0,106.0,194.0,102.0,133.0,93.0,171.0,51.0,60.0,12.0,371.0,737.0,39.0,44.0,148.0,28.0,21.0,1801.0,https://afltables.com/afl/stats/games/2025/031020250724.html,2025
Carlton,0,61,85,629.0,306.0,417.0,1046.0,31.0,21.0,92.0,187.0,96.0,134.0,105.0,171.0,60.0,51.0,6.0,379.0,673.0,33.0,40.0,125.0,20.0,18.0,1801.0,https://afltables.com/afl/stats/games/2025/031020250724.html,2025
Essendon,1,50,143,580.0,268.0,494.0,1074.0,36.0,27.0,109.0,168.0,101.0,148.0,107.0,189.0,58.0,56.0,6.0,376.0,692.0,31.0,38.0,126.0,20.0,32.0,1797.0,https://afltables.com/afl/stats/games/2025/050720250725.html,2025
Western Bulldogs,0,143,50,659.0,323.0,481.0,1140.0,51.0,30.0,98.0,171.0,109.0,158.0,112.0,177.0,56.0,58.0,12.0,383.0,751.0,41.0,46.0,138.0,22.0,43.0,1798.0,https://afltables.com/afl/stats/games/2025/050720250725.html,2025
Greater Western Sydney,1,102,58,606.0,277.0,392.0,998.0,38.0,34.0,88.0,180.0,107.0,152.0,95.0,154.0,66.0,60.0,12.0,385.0,598.0,49.0,33.0,136.0,38.0,20.0,1802.0,https://afltables.com/afl/stats/games/2025/162120250725.html,2025
Sydney,0,58,102,579.0,248.0,421.0,1000.0,31.0,32.0,98.0,186.0,109.0,142.0,109.0,164.0,60.0,66.0,6.0,377.0,617.0,35.0,21.0,140.0,34.0,19.0,1802.0,https://afltables.com/afl/stats/games/2025/162120250725.html,2025
Gold Coast,1,130,64,629.0,213.0,607.0,1236.0,49.0,30.0,155.0,227.0,129.0,181.0,144.0,167.0,55.0,56.0,12.0,471.0,750.0,23.0,28.0,176.0,13.0,39.0,1800.0,https://afltables.com/afl/stats/games/2025/192020250726.html,2025
Brisbane Lions,0,64,130,622.0,201.0,542.0,1164.0,38.0,30.0,154.0,223.0,129.0,170.0,132.0,175.0,56.0,55.0,6.0,459.0,690.0,16.0,23.0,178.0,14.0,30.0,1800.0,https://afltables.com/afl/stats/games/2025/192020250726.html,2025
Fremantle,1,126,77,552.0,223.0,421.0,973.0,48.0,41.0,117.0,135.0,97.0,154.0,119.0,176.0,77.0,76.0,12.0,370.0,598.0,30.0,36.0,128.0,42.0,31.0,1800.0,https://afltables.com/afl/stats/games/2025/081820250726.html,2025
West Coast,0,77,126,540.0,230.0,380.0,920.0,42.0,28.0,108.0,135.0,104.0,140.0,100.0,181.0,76.0,77.0,6.0,347.0,566.0,27.0,33.0,127.0,45.0,26.0,1798.0,https://afltables.com/afl/stats/games/2025/081820250726.html,2025
North Melbourne,1,49,150,634.0,305.0,457.0,1091.0,36.0,32.0,112.0,181.0,137.0,149.0,112.0,178.0,61.0,65.0,6.0,364.0,691.0,37.0,45.0,90.0,19.0,25.0,1800.0,https://afltables.com/afl/stats/games/2025/091220250726.html,2025
Geelong,0,150,49,656.0,310.0,452.0,1108.0,51.0,43.0,131.0,191.0,112.0,190.0,122.0,167.0,65.0,61.0,12.0,380.0,695.0,41.0,63.0,90.0,14.0,38.0,1799.0,https://afltables.com/afl/stats/games/2025/091220250726.html,2025
Adelaide,1,133,35,702.0,133.0,334.0,1036.0,45.0,31.0,148.0,279.0,117.0,173.0,149.0,238.0,87.0,75.0,12.0,493.0,456.0,22.0,32.0,137.0,7.0,30.0,1800.0,https://afltables.com/afl/stats/games/2025/011320250726.html,2025
Port Adelaide,0,35,133,660.0,122.0,308.0,968.0,30.0,23.0,143.0,249.0,126.0,151.0,142.0,242.0,75.0,87.0,6.0,470.0,390.0,17.0,22.0,127.0,5.0,18.0,1798.0,https://afltables.com/afl/stats/games/2025/011320250726.html,2025
Richmond,1,57,93,631.0,283.0,522.0,1153.0,29.0,33.0,106.0,135.0,120.0,142.0,84.0,159.0,51.0,45.0,7.0,405.0,730.0,29.0,35.0,157.0,10.0,20.0,1803.0,https://afltables.com/afl/stats/games/2025/041420250727.html,2025
Collingwood,0,93,57,665.0,287.0,546.0,1211.0,34.0,39.0,98.0,153.0,111.0,155.0,87.0,159.0,45.0,51.0,11.0,411.0,782.0,28.0,34.0,152.0,8.0,22.0,1800.0,https://afltables.com/afl/stats/games/2025/041420250727.html,2025
St Kilda,1,96,90,613.0,290.0,415.0,1028.0,43.0,24.0,122.0,196.0,104.0,138.0,122.0,153.0,53.0,57.0,8.0,372.0,652.0,25.0,43.0,118.0,18.0,38.0,1800.0,https://afltables.com/afl/stats/games/2025/111520250727.html,2025
Melbourne,0,90,96,614.0,292.0,377.0,991.0,41.0,30.0,148.0,212.0,94.0,147.0,121.0,141.0,58.0,51.0,10.0,372.0,620.0,32.0,44.0,119.0,15.0,34.0,1800.0,https://afltables.com/afl/stats/games/2025/111520250727.html,2025
Western Bulldogs,1,132,44,622.0,300.0,377.0,999.0,44.0,44.0,92.0,112.0,94.0,152.0,106.0,153.0,83.0,70.0,12.0,360.0,620.0,39.0,46.0,120.0,29.0,31.0,1800.0,https://afltables.com/afl/stats/games/2025/072120250731.html,2025
Greater Western Sydney,0,44,132,602.0,303.0,355.0,957.0,31.0,34.0,106.0,122.0,104.0,130.0,89.0,174.0,70.0,83.0,6.0,309.0,616.0,27.0,32.0,114.0,22.0,23.0,1801.0,https://afltables.com/afl/stats/games/2025/072120250731.html,2025
Adelaide,1,101,87,616.0,223.0,377.0,993.0,43.0,31.0,138.0,180.0,112.0,159.0,126.0,187.0,65.0,64.0,12.0,427.0,539.0,33.0,32.0,129.0,19.0,33.0,1800.0,https://afltables.com/afl/stats/games/2025/011020250801.html,2025
Hawthorn,0,87,101,587.0,212.0,442.0,1029.0,41.0,29.0,141.0,186.0,116.0,153.0,135.0,173.0,64.0,65.0,6.0,416.0,589.0,30.0,31.0,129.0,14.0,30.0,1801.0,https://afltables.com/afl/stats/games/2025/011020250801.html,2025
Melbourne,1,139,56,621.0,290.0,463.0,1084.0,50.0,34.0,109.0,162.0,109.0,161.0,110.0,138.0,43.0,41.0,12.0,393.0,673.0,34.0,47.0,135.0,32.0,38.0,1801.0,https://afltables.com/afl/stats/games/2025/111820250802.html,2025
West Coast,0,56,139,576.0,271.0,434.0,1010.0,37.0,29.0,110.0,153.0,110.0,148.0,100.0,138.0,41.0,43.0,6.0,351.0,629.0,26.0,43.0,141.0,28.0,28.0,1800.0,https://afltables.com/afl/stats/games/2025/111820250802.html,2025
Gold Coast,1,107,23,620.0,332.0,483.0,1103.0,34.0,33.0,117.0,162.0,104.0,146.0,98.0,152.0,56.0,58.0,12.0,333.0,761.0,33.0,51.0,100.0,19.0,24.0,1800.0,https://afltables.com/afl/stats/games/2025/142020250802.html,2025
Richmond,0,23,107,562.0,295.0,456.0,1018.0,20.0,33.0,111.0,147.0,112.0,124.0,85.0,151.0,58.0,56.0,6.0,309.0,700.0,27.0,36.0,101.0,20.0,15.0,1801.0,https://afltables.com/afl/stats/games/2025/142020250802.html,2025
Sydney,1,68,54,661.0,314.0,471.0,1132.0,25.0,40.0,98.0,138.0,127.0,167.0,103.0,147.0,53.0,61.0,12.0,391.0,704.0,39.0,42.0,105.0,12.0,18.0,1801.0,https://afltables.com/afl/stats/games/2025/051620250802.html,2025
Essendon,0,54,68,593.0,220.0,426.0,1019.0,23.0,38.0,88.0,144.0,140.0,151.0,107.0,135.0,61.0,53.0,6.0,383.0,589.0,30.0,27.0,108.0,15.0,12.0,1801.0,https://afltables.com/afl/stats/games/2025/051620250802.html,2025
Collingwood,1,65,92,558.0,217.0,400.0,958.0,34.0,18.0,132.0,197.0,98.0,138.0,119.0,181.0,46.0,53.0,6.0,373.0,569.0,22.0,37.0,171.0,6.0,24.0,1799.0,https://afltables.com/afl/stats/games/2025/041920250802.html,2025
Brisbane Lions,0,92,65,615.0,233.0,428.0,1043.0,38.0,21.0,126.0,196.0,100.0,141.0,136.0,164.0,53.0,46.0,12.0,395.0,637.0,17.0,38.0,180.0,3.0,27.0,1800.0,https://afltables.com/afl/stats/games/2025/041920250802.html,2025
St Kilda,1,78,69,615.0,273.0,417.0,1032.0,32.0,33.0,109.0,125.0,99.0,146.0,91.0,154.0,58.0,53.0,9.0,360.0,635.0,38.0,41.0,135.0,35.0,23.0,1801.0,https://afltables.com/afl/stats/games/2025/121520250803.html,2025
North Melbourne,0,69,78,633.0,315.0,429.0,1062.0,31.0,30.0,95.0,127.0,114.0,130.0,92.0,149.0,53.0,58.0,9.0,333.0,697.0,40.0,43.0,132.0,25.0,25.0,1798.0,https://afltables.com/afl/stats/games/2025/121520250803.html,2025
Geelong,1,153,65,683.0,320.0,452.0,1135.0,55.0,41.0,110.0,191.0,91.0,171.0,108.0,139.0,49.0,50.0,12.0,430.0,692.0,36.0,64.0,114.0,20.0,49.0,1799.0,https://afltables.com/afl/stats/games/2025/091320250803.html,2025
Port Adelaide,0,65,153,604.0,259.0,439.0,1043.0,41.0,37.0,142.0,205.0,110.0,135.0,105.0,149.0,50.0,49.0,6.0,410.0,625.0,21.0,41.0,117.0,13.0,35.0,1801.0,https://afltables.com/afl/stats/games/2025/091320250803.html,2025
Fremantle,1,94,67,557.0,172.0,439.0,996.0,40.0,15.0,135.0,262.0,99.0,134.0,143.0,207.0,75.0,69.0,10.0,481.0,523.0,33.0,22.0,152.0,16.0,28.0,1800.0,https://afltables.com/afl/stats/games/2025/030820250803.html,2025
Carlton,0,67,94,577.0,185.0,470.0,1047.0,35.0,18.0,144.0,263.0,93.0,136.0,136.0,207.0,69.0,75.0,8.0,470.0,584.0,33.0,26.0,139.0,8.0,23.0,1797.0,https://afltables.com/afl/stats/games/2025/030820250803.html,2025
Hawthorn,1,110,46,660.0,297.0,488.0,1148.0,40.0,26.0,95.0,116.0,106.0,144.0,100.0,166.0,58.0,56.0,12.0,357.0,778.0,22.0,45.0,113.0,23.0,32.0,1802.0,https://afltables.com/afl/stats/games/2025/041020250807.html,2025
Collingwood,0,46,110,591.0,264.0,481.0,1072.0,29.0,28.0,85.0,121.0,101.0,138.0,95.0,170.0,56.0,58.0,6.0,339.0,722.0,17.0,36.0,115.0,19.0,25.0,1800.0,https://afltables.com/afl/stats/games/2025/041020250807.html,2025
Geelong,1,109,65,631.0,308.0,404.0,1035.0,40.0,43.0,119.0,182.0,106.0,151.0,96.0,181.0,52.0,53.0,11.0,366.0,659.0,40.0,53.0,78.0,13.0,31.0,1801.0,https://afltables.com/afl/stats/games/2025/050920250808.html,2025
Essendon,0,65,109,611.0,292.0,406.0,1017.0,35.0,29.0,106.0,190.0,107.0,146.0,87.0,194.0,53.0,52.0,7.0,351.0,634.0,38.0,43.0,75.0,14.0,23.0,1802.0,https://afltables.com/afl/stats/games/2025/050920250808.html,2025
Richmond,1,52,56,665.0,351.0,393.0,1058.0,22.0,28.0,108.0,162.0,104.0,123.0,103.0,158.0,50.0,52.0,6.0,349.0,685.0,29.0,26.0,112.0,15.0,18.0,1801.0,https://afltables.com/afl/stats/games/2025/141520250809.html,2025
St Kilda,0,56,52,718.0,402.0,402.0,1120.0,23.0,26.0,93.0,201.0,103.0,126.0,98.0,163.0,52.0,50.0,12.0,338.0,752.0,25.0,31.0,116.0,18.0,18.0,1801.0,https://afltables.com/afl/stats/games/2025/141520250809.html,2025
Brisbane Lions,1,90,92,702.0,334.0,439.0,1141.0,39.0,38.0,93.0,120.0,127.0,182.0,101.0,176.0,49.0,50.0,7.0,327.0,761.0,24.0,38.0,127.0,23.0,29.0,1798.0,https://afltables.com/afl/stats/games/2025/161920250809.html,2025
Sydney,0,92,90,672.0,305.0,479.0,1151.0,39.0,40.0,99.0,114.0,137.0,169.0,82.0,181.0,50.0,49.0,11.0,342.0,760.0,27.0,46.0,119.0,34.0,28.0,1800.0,https://afltables.com/afl/stats/games/2025/161920250809.html,2025
Carlton,1,74,93,552.0,211.0,426.0,978.0,35.0,31.0,110.0,222.0,117.0,147.0,106.0,184.0,78.0,81.0,6.0,393.0,565.0,28.0,36.0,108.0,21.0,25.0,1799.0,https://afltables.com/afl/stats/games/2025/032020250809.html,2025
Gold Coast,0,93,74,573.0,242.0,408.0,981.0,37.0,38.0,130.0,213.0,111.0,156.0,107.0,176.0,81.0,78.0,12.0,390.0,569.0,32.0,42.0,102.0,18.0,26.0,1800.0,https://afltables.com/afl/stats/games/2025/032020250809.html,2025
Port Adelaide,1,86,92,626.0,290.0,418.0,1044.0,39.0,30.0,91.0,151.0,109.0,146.0,93.0,179.0,70.0,53.0,7.0,379.0,642.0,37.0,33.0,138.0,13.0,19.0,1799.0,https://afltables.com/afl/stats/games/2025/081320250809.html,2025
Fremantle,0,92,86,598.0,259.0,437.0,1035.0,39.0,36.0,80.0,134.0,101.0,154.0,111.0,178.0,53.0,70.0,11.0,380.0,642.0,35.0,33.0,132.0,11.0,20.0,1800.0,https://afltables.com/afl/stats/games/2025/081320250809.html,2025
Greater Western Sydney,1,133,79,587.0,286.0,426.0,1013.0,52.0,33.0,115.0,204.0,101.0,158.0,131.0,157.0,65.0,64.0,12.0,381.0,628.0,30.0,51.0,88.0,37.0,42.0,1800.0,https://afltables.com/afl/stats/games/2025/122120250810.html,2025
North Melbourne,0,79,133,574.0,266.0,378.0,952.0,44.0,27.0,125.0,204.0,103.0,148.0,124.0,149.0,64.0,65.0,6.0,363.0,587.0,21.0,39.0,86.0,32.0,36.0,1800.0,https://afltables.com/afl/stats/games/2025/122120250810.html,2025
Melbourne,1,99,105,655.0,276.0,493.0,1148.0,45.0,33.0,134.0,149.0,126.0,156.0,108.0,152.0,42.0,45.0,6.0,415.0,718.0,35.0,34.0,148.0,15.0,34.0,1799.0,https://afltables.com/afl/stats/games/2025/071120250810.html,2025
Western Bulldogs,0,105,99,665.0,294.0,491.0,1156.0,45.0,39.0,112.0,148.0,111.0,171.0,123.0,145.0,45.0,42.0,12.0,413.0,731.0,34.0,38.0,152.0,15.0,35.0,1802.0,https://afltables.com/afl/stats/games/2025/071120250810.html,2025
West Coast,1,78,87,579.0,250.0,359.0,938.0,37.0,21.0,119.0,212.0,100.0,125.0,110.0,171.0,64.0,65.0,6.0,393.0,558.0,29.0,27.0,140.0,18.0,21.0,1800.0,https://afltables.com/afl/stats/games/2025/011820250810.html,2025
Adelaide,0,87,78,612.0,260.0,367.0,979.0,38.0,24.0,154.0,208.0,86.0,139.0,121.0,180.0,65.0,64.0,12.0,402.0,582.0,28.0,24.0,139.0,18.0,21.0,1799.0,https://afltables.com/afl/stats/games/2025/011820250810.html,2025
Essendon,1,75,77,641.0,312.0,428.0,1069.0,33.0,29.0,136.0,199.0,95.0,133.0,93.0,156.0,67.0,69.0,9.0,358.0,678.0,14.0,40.0,105.0,22.0,26.0,1800.0,https://afltables.com/afl/stats/games/2025/051520250815.html,2025
St Kilda,0,77,75,607.0,279.0,424.0,1031.0,33.0,31.0,116.0,200.0,97.0,131.0,102.0,153.0,71.0,66.0,9.0,356.0,651.0,13.0,41.0,114.0,20.0,25.0,1800.0,https://afltables.com/afl/stats/games/2025/051520250815.html,2025
Fremantle,1,44,101,604.0,281.0,369.0,973.0,25.0,39.0,91.0,119.0,112.0,147.0,84.0,142.0,56.0,58.0,6.0,352.0,603.0,26.0,34.0,131.0,18.0,19.0,1800.0,https://afltables.com/afl/stats/games/2025/081920250815.html,2025
Brisbane Lions,0,101,44,704.0,379.0,375.0,1079.0,35.0,36.0,74.0,115.0,119.0,150.0,90.0,137.0,58.0,56.0,12.0,365.0,693.0,31.0,38.0,124.0,21.0,23.0,1798.0,https://afltables.com/afl/stats/games/2025/081920250815.html,2025
Gold Coast,1,76,111,572.0,232.0,429.0,1001.0,39.0,29.0,128.0,168.0,116.0,158.0,105.0,159.0,73.0,65.0,8.0,392.0,601.0,27.0,33.0,123.0,27.0,33.0,1800.0,https://afltables.com/afl/stats/games/2025/202120250816.html,2025
Greater Western Sydney,0,111,76,613.0,248.0,432.0,1045.0,45.0,28.0,100.0,186.0,118.0,163.0,99.0,162.0,65.0,73.0,10.0,400.0,620.0,24.0,33.0,117.0,30.0,36.0,1798.0,https://afltables.com/afl/stats/games/2025/202120250816.html,2025
Carlton,1,118,64,615.0,265.0,441.0,1056.0,45.0,30.0,101.0,137.0,103.0,168.0,112.0,139.0,44.0,46.0,12.0,393.0,654.0,41.0,52.0,115.0,10.0,36.0,1798.0,https://afltables.com/afl/stats/games/2025/031320250816.html,2025
Port Adelaide,0,64,118,567.0,251.0,420.0,987.0,36.0,30.0,109.0,148.0,122.0,141.0,101.0,134.0,46.0,44.0,6.0,357.0,615.0,31.0,50.0,104.0,11.0,30.0,1801.0,https://afltables.com/afl/stats/games/2025/031320250816.html,2025
Hawthorn,1,92,56,677.0,272.0,511.0,1188.0,34.0,36.0,105.0,178.0,127.0,154.0,110.0,206.0,48.0,54.0,12.0,430.0,725.0,20.0,48.0,135.0,17.0,31.0,1797.0,https://afltables.com/afl/stats/games/2025/101120250816.html,2025
Melbourne,0,56,92,655.0,238.0,503.0,1158.0,29.0,30.0,117.0,191.0,116.0,161.0,115.0,217.0,54.0,48.0,6.0,431.0,688.0,16.0,36.0,129.0,13.0,23.0,1800.0,https://afltables.com/afl/stats/games/2025/101120250816.html,2025
Adelaide,1,59,56,649.0,242.0,372.0,1021.0,26.0,18.0,156.0,211.0,154.0,145.0,128.0,211.0,68.0,61.0,9.0,445.0,551.0,35.0,20.0,148.0,7.0,18.0,1803.0,https://afltables.com/afl/stats/games/2025/010420250816.html,2025
Collingwood,0,56,59,641.0,235.0,378.0,1019.0,25.0,21.0,132.0,233.0,119.0,179.0,142.0,197.0,61.0,68.0,9.0,428.0,559.0,31.0,25.0,143.0,5.0,18.0,1801.0,https://afltables.com/afl/stats/games/2025/010420250816.html,2025
North Melbourne,1,135,87,589.0,219.0,570.0,1159.0,53.0,39.0,125.0,199.0,93.0,166.0,138.0,159.0,42.0,45.0,12.0,442.0,706.0,36.0,42.0,107.0,22.0,38.0,1799.0,https://afltables.com/afl/stats/games/2025/121420250817.html,2025
Richmond,0,87,135,545.0,195.0,480.0,1025.0,46.0,33.0,124.0,206.0,105.0,146.0,129.0,156.0,45.0,42.0,6.0,407.0,593.0,39.0,36.0,115.0,11.0,31.0,1803.0,https://afltables.com/afl/stats/games/2025/121420250817.html,2025
Sydney,1,68,111,613.0,272.0,429.0,1042.0,36.0,31.0,133.0,187.0,109.0,149.0,119.0,147.0,40.0,41.0,6.0,372.0,620.0,21.0,39.0,96.0,9.0,25.0,1800.0,https://afltables.com/afl/stats/games/2025/091620250817.html,2025
Geelong,0,111,68,647.0,307.0,390.0,1037.0,42.0,38.0,137.0,188.0,110.0,157.0,109.0,135.0,41.0,40.0,12.0,369.0,628.0,27.0,45.0,96.0,9.0,32.0,1801.0,https://afltables.com/afl/stats/games/2025/091620250817.html,2025
Western Bulldogs,1,126,32,613.0,275.0,486.0,1099.0,42.0,32.0,128.0,183.0,110.0,158.0,118.0,146.0,45.0,48.0,12.0,391.0,716.0,36.0,49.0,133.0,37.0,38.0,1799.0,https://afltables.com/afl/stats/games/2025/071820250817.html,2025
West Coast,0,32,126,584.0,256.0,477.0,1061.0,27.0,28.0,139.0,201.0,112.0,142.0,116.0,148.0,48.0,45.0,6.0,374.0,676.0,30.0,41.0,122.0,32.0,25.0,1801.0,https://afltables.com/afl/stats/games/2025/071820250817.html,2025
Essendon,1,56,90,624.0,312.0,537.0,1161.0,29.0,28.0,86.0,140.0,120.0,136.0,92.0,190.0,57.0,57.0,6.0,349.0,795.0,28.0,29.0,91.0,29.0,25.0,1799.0,https://afltables.com/afl/stats/games/2025/030520250821.html,2025
